Diwali Date-2020,,PM-2.5,Day-1,Year,Day,,
08/11/18 14:00,08/11/18 15:00,41.09,1-Day Post Diwali,2018,1-Day Post ,,
08/11/18 15:00,08/11/18 16:00,32.99,1-Day Post Diwali,2018,1-Day Post ,,
08/11/18 16:00,08/11/18 17:00,26.64,1-Day Post Diwali,2018,1-Day Post ,,
08/11/18 17:00,08/11/18 18:00,34.59,1-Day Post Diwali,2018,1-Day Post ,,
08/11/18 18:00,08/11/18 19:00,46.12,1-Day Post Diwali,2018,1-Day Post ,,
08/11/18 19:00,08/11/18 20:00,67.23,1-Day Post Diwali,2018,1-Day Post ,,
08/11/18 20:00,08/11/18 21:00,105.9,1-Day Post Diwali,2018,1-Day Post ,,
08/11/18 21:00,08/11/18 22:00,177.42,1-Day Post Diwali,2018,1-Day Post ,,
08/11/18 22:00,08/11/18 23:00,230.61,1-Day Post Diwali,2018,1-Day Post ,,
08/11/18 23:00,09/11/18 0:00,285.45,1-Day Post Diwali,2018,1-Day Post ,,
09/11/18 0:00,09/11/18 1:00,326.3,2-Day Post Diwali,2018,2-Day Post ,,
09/11/18 1:00,09/11/18 2:00,390.86,2-Day Post Diwali,2018,2-Day Post ,,
09/11/18 2:00,09/11/18 3:00,368.07,2-Day Post Diwali,2018,2-Day Post ,,
09/11/18 3:00,09/11/18 4:00,296.19,2-Day Post Diwali,2018,2-Day Post ,,
09/11/18 4:00,09/11/18 5:00,231.44,2-Day Post Diwali,2018,2-Day Post ,,
09/11/18 5:00,09/11/18 6:00,168.81,2-Day Post Diwali,2018,2-Day Post ,,
09/11/18 6:00,09/11/18 7:00,139.4,2-Day Post Diwali,2018,2-Day Post ,,
09/11/18 7:00,09/11/18 8:00,181.58,2-Day Post Diwali,2018,2-Day Post ,,
09/11/18 8:00,09/11/18 9:00,190.88,2-Day Post Diwali,2018,2-Day Post ,,
09/11/18 9:00,09/11/18 10:00,154.18,2-Day Post Diwali,2018,2-Day Post ,,
09/11/18 10:00,09/11/18 11:00,107.87,2-Day Post Diwali,2018,2-Day Post ,,
09/11/18 11:00,09/11/18 12:00,96.17,2-Day Post Diwali,2018,2-Day Post ,,
09/11/18 12:00,09/11/18 13:00,78.36,2-Day Post Diwali,2018,2-Day Post ,,
09/11/18 13:00,09/11/18 14:00,65.67,2-Day Post Diwali,2018,2-Day Post ,,
09/11/18 14:00,09/11/18 15:00,59.06,2-Day Post Diwali,2018,2-Day Post ,,
09/11/18 15:00,09/11/18 16:00,63.76,2-Day Post Diwali,2018,2-Day Post ,,
09/11/18 16:00,09/11/18 17:00,56.34,2-Day Post Diwali,2018,2-Day Post ,,
09/11/18 17:00,09/11/18 18:00,61.11,2-Day Post Diwali,2018,2-Day Post ,,
09/11/18 18:00,09/11/18 19:00,56.03,2-Day Post Diwali,2018,2-Day Post ,,
09/11/18 19:00,09/11/18 20:00,94.89,2-Day Post Diwali,2018,2-Day Post ,,
09/11/18 20:00,09/11/18 21:00,127.68,2-Day Post Diwali,2018,2-Day Post ,,
09/11/18 21:00,09/11/18 22:00,174.42,2-Day Post Diwali,2018,2-Day Post ,,
09/11/18 22:00,09/11/18 23:00,254.22,2-Day Post Diwali,2018,2-Day Post ,,
09/11/18 23:00,10/11/18 0:00,356.19,2-Day Post Diwali,2018,2-Day Post ,,
10/11/18 0:00,10/11/18 1:00,410.28,3-Day Post Diwali,2018,3-Day Post ,,
10/11/18 1:00,10/11/18 2:00,438.12,3-Day Post Diwali,2018,3-Day Post ,,
10/11/18 2:00,10/11/18 3:00,433.53,3-Day Post Diwali,2018,3-Day Post ,,
10/11/18 3:00,10/11/18 4:00,351.7,3-Day Post Diwali,2018,3-Day Post ,,
10/11/18 4:00,10/11/18 5:00,212.94,3-Day Post Diwali,2018,3-Day Post ,,
10/11/18 5:00,10/11/18 6:00,143.8,3-Day Post Diwali,2018,3-Day Post ,,
10/11/18 6:00,10/11/18 7:00,147.81,3-Day Post Diwali,2018,3-Day Post ,,
10/11/18 7:00,10/11/18 8:00,158.52,3-Day Post Diwali,2018,3-Day Post ,,
10/11/18 8:00,10/11/18 9:00,168.62,3-Day Post Diwali,2018,3-Day Post ,,
10/11/18 9:00,10/11/18 10:00,141.11,3-Day Post Diwali,2018,3-Day Post ,,
10/11/18 10:00,10/11/18 11:00,134.64,3-Day Post Diwali,2018,3-Day Post ,,
10/11/18 11:00,10/11/18 12:00,99.01,3-Day Post Diwali,2018,3-Day Post ,,
10/11/18 12:00,10/11/18 13:00,68.5,3-Day Post Diwali,2018,3-Day Post ,,
10/11/18 13:00,10/11/18 14:00,69.71,3-Day Post Diwali,2018,3-Day Post ,,
10/11/18 14:00,10/11/18 15:00,55.35,3-Day Post Diwali,2018,3-Day Post ,,
10/11/18 15:00,10/11/18 16:00,62.59,3-Day Post Diwali,2018,3-Day Post ,,
10/11/18 16:00,10/11/18 17:00,51.2,3-Day Post Diwali,2018,3-Day Post ,,
10/11/18 17:00,10/11/18 18:00,52.55,3-Day Post Diwali,2018,3-Day Post ,,
10/11/18 18:00,10/11/18 19:00,59.11,3-Day Post Diwali,2018,3-Day Post ,,
10/11/18 19:00,10/11/18 20:00,72.42,3-Day Post Diwali,2018,3-Day Post ,,
10/11/18 20:00,10/11/18 21:00,130.34,3-Day Post Diwali,2018,3-Day Post ,,
10/11/18 21:00,10/11/18 22:00,189.66,3-Day Post Diwali,2018,3-Day Post ,,
16/10/17 0:00,16/10/17 1:00,147.63,3-Day Pre Diwali,2017,3-Day Pre ,,
16/10/17 1:00,16/10/17 2:00,131.43,3-Day Pre Diwali,2017,3-Day Pre ,,
16/10/17 2:00,16/10/17 3:00,118.82,3-Day Pre Diwali,2017,3-Day Pre ,,
16/10/17 3:00,16/10/17 4:00,111.65,3-Day Pre Diwali,2017,3-Day Pre ,,
16/10/17 4:00,16/10/17 5:00,120.33,3-Day Pre Diwali,2017,3-Day Pre ,,
16/10/17 5:00,16/10/17 6:00,117.95,3-Day Pre Diwali,2017,3-Day Pre ,,
16/10/17 6:00,16/10/17 7:00,133.78,3-Day Pre Diwali,2017,3-Day Pre ,,
16/10/17 7:00,16/10/17 8:00,103.75,3-Day Pre Diwali,2017,3-Day Pre ,,
16/10/17 8:00,16/10/17 9:00,119.38,3-Day Pre Diwali,2017,3-Day Pre ,,
16/10/17 9:00,16/10/17 10:00,131.23,3-Day Pre Diwali,2017,3-Day Pre ,,
16/10/17 10:00,16/10/17 11:00,114.48,3-Day Pre Diwali,2017,3-Day Pre ,,
16/10/17 11:00,16/10/17 12:00,90.58,3-Day Pre Diwali,2017,3-Day Pre ,,
16/10/17 12:00,16/10/17 13:00,83.8,3-Day Pre Diwali,2017,3-Day Pre ,,
16/10/17 13:00,16/10/17 14:00,57.7,3-Day Pre Diwali,2017,3-Day Pre ,,
16/10/17 14:00,16/10/17 15:00,48.1,3-Day Pre Diwali,2017,3-Day Pre ,,
16/10/17 15:00,16/10/17 16:00,34.55,3-Day Pre Diwali,2017,3-Day Pre ,,
16/10/17 18:00,16/10/17 19:00,82.1,3-Day Pre Diwali,2017,3-Day Pre ,,
16/10/17 19:00,16/10/17 20:00,137.15,3-Day Pre Diwali,2017,3-Day Pre ,,
16/10/17 20:00,16/10/17 21:00,214.9,3-Day Pre Diwali,2017,3-Day Pre ,,
16/10/17 21:00,16/10/17 22:00,266.72,3-Day Pre Diwali,2017,3-Day Pre ,,
16/10/17 22:00,16/10/17 23:00,331.35,3-Day Pre Diwali,2017,3-Day Pre ,,
16/10/17 23:00,17/10/17 0:00,379.02,3-Day Pre Diwali,2017,3-Day Pre ,,
17/10/17 0:00,17/10/17 1:00,299.27,2-Day Pre Diwali,2017,2-Day Pre ,,
17/10/17 1:00,17/10/17 2:00,217.85,2-Day Pre Diwali,2017,2-Day Pre ,,
17/10/17 2:00,17/10/17 3:00,154.68,2-Day Pre Diwali,2017,2-Day Pre ,,
17/10/17 3:00,17/10/17 4:00,123.7,2-Day Pre Diwali,2017,2-Day Pre ,,
17/10/17 4:00,17/10/17 5:00,113.42,2-Day Pre Diwali,2017,2-Day Pre ,,
17/10/17 5:00,17/10/17 6:00,144.17,2-Day Pre Diwali,2017,2-Day Pre ,,
17/10/17 6:00,17/10/17 7:00,160.05,2-Day Pre Diwali,2017,2-Day Pre ,,
17/10/17 7:00,17/10/17 8:00,170.6,2-Day Pre Diwali,2017,2-Day Pre ,,
17/10/17 8:00,17/10/17 9:00,181.6,2-Day Pre Diwali,2017,2-Day Pre ,,
17/10/17 11:00,17/10/17 12:00,130.77,2-Day Pre Diwali,2017,2-Day Pre ,,
17/10/17 12:00,17/10/17 13:00,107.42,2-Day Pre Diwali,2017,2-Day Pre ,,
17/10/17 13:00,17/10/17 14:00,88.33,2-Day Pre Diwali,2017,2-Day Pre ,,
17/10/17 14:00,17/10/17 15:00,73.4,2-Day Pre Diwali,2017,2-Day Pre ,,
17/10/17 15:00,17/10/17 16:00,70.97,2-Day Pre Diwali,2017,2-Day Pre ,,
17/10/17 16:00,17/10/17 17:00,64.45,2-Day Pre Diwali,2017,2-Day Pre ,,
17/10/17 17:00,17/10/17 18:00,70.05,2-Day Pre Diwali,2017,2-Day Pre ,,
17/10/17 18:00,17/10/17 19:00,85.92,2-Day Pre Diwali,2017,2-Day Pre ,,
17/10/17 19:00,17/10/17 20:00,148.98,2-Day Pre Diwali,2017,2-Day Pre ,,
17/10/17 20:00,17/10/17 21:00,198.22,2-Day Pre Diwali,2017,2-Day Pre ,,
17/10/17 21:00,17/10/17 22:00,195.9,2-Day Pre Diwali,2017,2-Day Pre ,,
17/10/17 22:00,17/10/17 23:00,197.57,2-Day Pre Diwali,2017,2-Day Pre ,,
17/10/17 23:00,18/10/17 0:00,188.7,2-Day Pre Diwali,2017,2-Day Pre ,,
18/10/17 0:00,18/10/17 1:00,201.3,1-Day Pre Diwali,2017,1-Day Pre ,,
18/10/17 1:00,18/10/17 2:00,209.92,1-Day Pre Diwali,2017,1-Day Pre ,,
18/10/17 2:00,18/10/17 3:00,190.78,1-Day Pre Diwali,2017,1-Day Pre ,,
18/10/17 3:00,18/10/17 4:00,152.52,1-Day Pre Diwali,2017,1-Day Pre ,,
18/10/17 4:00,18/10/17 5:00,130.38,1-Day Pre Diwali,2017,1-Day Pre ,,
18/10/17 5:00,18/10/17 6:00,121.73,1-Day Pre Diwali,2017,1-Day Pre ,,
18/10/17 6:00,18/10/17 7:00,136.95,1-Day Pre Diwali,2017,1-Day Pre ,,
18/10/17 7:00,18/10/17 8:00,164.38,1-Day Pre Diwali,2017,1-Day Pre ,,
18/10/17 8:00,18/10/17 9:00,205.87,1-Day Pre Diwali,2017,1-Day Pre ,,
18/10/17 9:00,18/10/17 10:00,171.13,1-Day Pre Diwali,2017,1-Day Pre ,,
18/10/17 10:00,18/10/17 11:00,155.67,1-Day Pre Diwali,2017,1-Day Pre ,,
18/10/17 11:00,18/10/17 12:00,154.03,1-Day Pre Diwali,2017,1-Day Pre ,,
18/10/17 12:00,18/10/17 13:00,141.78,1-Day Pre Diwali,2017,1-Day Pre ,,
18/10/17 13:00,18/10/17 14:00,117.95,1-Day Pre Diwali,2017,1-Day Pre ,,
18/10/17 14:00,18/10/17 15:00,114.72,1-Day Pre Diwali,2017,1-Day Pre ,,
18/10/17 15:00,18/10/17 16:00,98.15,1-Day Pre Diwali,2017,1-Day Pre ,,
18/10/17 16:00,18/10/17 17:00,93.67,1-Day Pre Diwali,2017,1-Day Pre ,,
18/10/17 17:00,18/10/17 18:00,109.67,1-Day Pre Diwali,2017,1-Day Pre ,,
18/10/17 18:00,18/10/17 19:00,121.05,1-Day Pre Diwali,2017,1-Day Pre ,,
18/10/17 19:00,18/10/17 20:00,157,1-Day Pre Diwali,2017,1-Day Pre ,,
18/10/17 20:00,18/10/17 21:00,171.85,1-Day Pre Diwali,2017,1-Day Pre ,,
18/10/17 21:00,18/10/17 22:00,207.33,1-Day Pre Diwali,2017,1-Day Pre ,,
18/10/17 22:00,18/10/17 23:00,236.5,1-Day Pre Diwali,2017,1-Day Pre ,,
18/10/17 23:00,19/10/17 0:00,227.65,1-Day Pre Diwali,2017,1-Day Pre ,,
19/10/17 0:00,19/10/17 1:00,178.28,Diwali,2017,Diwali,,
19/10/17 1:00,19/10/17 2:00,152.55,Diwali,2017,Diwali,,
19/10/17 2:00,19/10/17 3:00,141.35,Diwali,2017,Diwali,,
19/10/17 3:00,19/10/17 4:00,135.87,Diwali,2017,Diwali,,
19/10/17 4:00,19/10/17 5:00,126.07,Diwali,2017,Diwali,,
19/10/17 5:00,19/10/17 6:00,136.15,Diwali,2017,Diwali,,
19/10/17 6:00,19/10/17 7:00,154.7,Diwali,2017,Diwali,,
19/10/17 22:00,19/10/17 23:00,348.12,Diwali,2017,Diwali,,
19/10/17 23:00,20/10/17 0:00,833.97,Diwali,2017,Diwali,,
20/10/17 1:00,20/10/17 2:00,726.15,1-Day Post Diwali,2017,1-Day Post ,,
20/10/17 2:00,20/10/17 3:00,151.43,1-Day Post Diwali,2017,1-Day Post ,,
20/10/17 3:00,20/10/17 4:00,82.85,1-Day Post Diwali,2017,1-Day Post ,,
20/10/17 4:00,20/10/17 5:00,17.25,1-Day Post Diwali,2017,1-Day Post ,,
20/10/17 5:00,20/10/17 6:00,87.2,1-Day Post Diwali,2017,1-Day Post ,,
20/10/17 6:00,20/10/17 7:00,96.88,1-Day Post Diwali,2017,1-Day Post ,,
20/10/17 7:00,20/10/17 8:00,121.3,1-Day Post Diwali,2017,1-Day Post ,,
20/10/17 8:00,20/10/17 9:00,122.25,1-Day Post Diwali,2017,1-Day Post ,,
20/10/17 9:00,20/10/17 10:00,116.5,1-Day Post Diwali,2017,1-Day Post ,,
20/10/17 10:00,20/10/17 11:00,108.33,1-Day Post Diwali,2017,1-Day Post ,,
20/10/17 11:00,20/10/17 12:00,97.52,1-Day Post Diwali,2017,1-Day Post ,,
20/10/17 12:00,20/10/17 13:00,84.58,1-Day Post Diwali,2017,1-Day Post ,,
20/10/17 13:00,20/10/17 14:00,63.97,1-Day Post Diwali,2017,1-Day Post ,,
20/10/17 14:00,20/10/17 15:00,51.28,1-Day Post Diwali,2017,1-Day Post ,,
20/10/17 15:00,20/10/17 16:00,58.7,1-Day Post Diwali,2017,1-Day Post ,,
20/10/17 16:00,20/10/17 17:00,58,1-Day Post Diwali,2017,1-Day Post ,,
20/10/17 17:00,20/10/17 18:00,57.58,1-Day Post Diwali,2017,1-Day Post ,,
20/10/17 18:00,20/10/17 19:00,72.95,1-Day Post Diwali,2017,1-Day Post ,,
20/10/17 19:00,20/10/17 20:00,129.95,1-Day Post Diwali,2017,1-Day Post ,,
20/10/17 20:00,20/10/17 21:00,211.9,1-Day Post Diwali,2017,1-Day Post ,,
20/10/17 21:00,20/10/17 22:00,335.68,1-Day Post Diwali,2017,1-Day Post ,,
20/10/17 22:00,20/10/17 23:00,473.15,1-Day Post Diwali,2017,1-Day Post ,,
20/10/17 23:00,21/10/17 0:00,622.25,1-Day Post Diwali,2017,1-Day Post ,,
21/10/17 0:00,21/10/17 1:00,742.8,2-Day Post Diwali,2017,2-Day Post ,,
21/10/17 1:00,21/10/17 2:00,663.18,2-Day Post Diwali,2017,2-Day Post ,,
21/10/17 2:00,21/10/17 3:00,357.53,2-Day Post Diwali,2017,2-Day Post ,,
21/10/17 3:00,21/10/17 4:00,208.95,2-Day Post Diwali,2017,2-Day Post ,,
21/10/17 4:00,21/10/17 5:00,145.85,2-Day Post Diwali,2017,2-Day Post ,,
21/10/17 5:00,21/10/17 6:00,135.8,2-Day Post Diwali,2017,2-Day Post ,,
21/10/17 6:00,21/10/17 7:00,162.42,2-Day Post Diwali,2017,2-Day Post ,,
21/10/17 7:00,21/10/17 8:00,169.23,2-Day Post Diwali,2017,2-Day Post ,,
21/10/17 8:00,21/10/17 9:00,159.57,2-Day Post Diwali,2017,2-Day Post ,,
21/10/17 9:00,21/10/17 10:00,149.25,2-Day Post Diwali,2017,2-Day Post ,,
21/10/17 10:00,21/10/17 11:00,130.27,2-Day Post Diwali,2017,2-Day Post ,,
21/10/17 11:00,21/10/17 12:00,130.42,2-Day Post Diwali,2017,2-Day Post ,,
21/10/17 12:00,21/10/17 13:00,113.58,2-Day Post Diwali,2017,2-Day Post ,,
21/10/17 13:00,21/10/17 14:00,92.62,2-Day Post Diwali,2017,2-Day Post ,,
21/10/17 14:00,21/10/17 15:00,67.1,2-Day Post Diwali,2017,2-Day Post ,,
21/10/17 15:00,21/10/17 16:00,61.05,2-Day Post Diwali,2017,2-Day Post ,,
21/10/17 16:00,21/10/17 17:00,64.17,2-Day Post Diwali,2017,2-Day Post ,,
21/10/17 17:00,21/10/17 18:00,64.18,2-Day Post Diwali,2017,2-Day Post ,,
21/10/17 18:00,21/10/17 19:00,67.35,2-Day Post Diwali,2017,2-Day Post ,,
21/10/17 19:00,21/10/17 20:00,99.3,2-Day Post Diwali,2017,2-Day Post ,,
21/10/17 20:00,21/10/17 21:00,163.18,2-Day Post Diwali,2017,2-Day Post ,,
21/10/17 21:00,21/10/17 22:00,206.32,2-Day Post Diwali,2017,2-Day Post ,,
21/10/17 22:00,21/10/17 23:00,244.95,2-Day Post Diwali,2017,2-Day Post ,,
21/10/17 23:00,22/10/17 0:00,289.1,2-Day Post Diwali,2017,2-Day Post ,,
22/10/17 0:00,22/10/17 1:00,291.25,3-Day Post Diwali,2017,3-Day Post ,,
22/10/17 1:00,22/10/17 2:00,270,3-Day Post Diwali,2017,3-Day Post ,,
22/10/17 2:00,22/10/17 3:00,186.83,3-Day Post Diwali,2017,3-Day Post ,,
22/10/17 3:00,22/10/17 4:00,145.9,3-Day Post Diwali,2017,3-Day Post ,,
22/10/17 4:00,22/10/17 5:00,119.15,3-Day Post Diwali,2017,3-Day Post ,,
22/10/17 5:00,22/10/17 6:00,106.6,3-Day Post Diwali,2017,3-Day Post ,,
22/10/17 7:00,22/10/17 8:00,143.9,3-Day Post Diwali,2017,3-Day Post ,,
22/10/17 14:00,22/10/17 15:00,52.02,3-Day Post Diwali,2017,3-Day Post ,,
22/10/17 15:00,22/10/17 16:00,63.87,3-Day Post Diwali,2017,3-Day Post ,,
22/10/17 16:00,22/10/17 17:00,70.95,3-Day Post Diwali,2017,3-Day Post ,,
22/10/17 17:00,22/10/17 18:00,72.2,3-Day Post Diwali,2017,3-Day Post ,,
22/10/17 18:00,22/10/17 19:00,83.47,3-Day Post Diwali,2017,3-Day Post ,,
22/10/17 19:00,22/10/17 20:00,113.58,3-Day Post Diwali,2017,3-Day Post ,,
22/10/17 20:00,22/10/17 21:00,125.2,3-Day Post Diwali,2017,3-Day Post ,,
22/10/17 21:00,22/10/17 22:00,128.62,3-Day Post Diwali,2017,3-Day Post ,,
22/10/17 22:00,22/10/17 23:00,125.48,3-Day Post Diwali,2017,3-Day Post ,,
22/10/17 23:00,23/10/17 0:00,123.2,3-Day Post Diwali,2017,3-Day Post ,,